"","X","FC","pval","adj_pval"
"335","RPL10A",-1.18052279590004,0.299390624261195,0.586246304050623
"336","PAICS",0.313200107260183,0.66407702608189,0.822645154714306
"337","TGM2",-2.71337939551398,0.0163228739030563,0.145395504346538
"338","LOC100050764",-1.08528024725943,0.343186722788552,0.632540234159292
"339","CD9",-2.23938293036285,0.230663219664756,0.510172768199695
"340","RPL18",-0.708813034028676,0.564116735107215,0.777082294406126
"341","ALB",0.533377121084289,0.428943141649528,0.695858781909912
"342","SSR1",-1.53728395019935,0.149063770794902,0.424605892567296
"343","CTNNA3",0.82371730025196,0.389931199869462,0.666427868867807
"344","A0A3Q2HRV7",-1.28544499699334,0.413334058231846,0.684580667083883
"345","CFD",2.88614772912147,0.00521644852612584,0.0825061654684051
"346","VCAN",1.01648568292257,0.150967471584098,0.426561926526685
"347","ALPL",2.01495678493471,0.00190631129156876,0.0436381177649749
"348","KAZALD1",2.13672348741367,0.00171224838509726,0.0419873082258632
"349","QSOX1",0.384783823750393,0.557046890290492,0.777082294406126
"350","RDX",0.0164680046035421,0.988748081062694,0.98962545047355
"351","CP",0.696998358074989,0.121718072656824,0.39005109646846
"352","APRT",-0.405601972987006,0.778309523088919,0.881492359309673
"353","WASF2",0.179714087590993,0.75323981284312,0.874011572533225
"354","HSPA1A",0.0779515756974334,0.889494128186655,0.939484325962422
"355","TCP1",-0.185333026852922,0.8275572920581,0.90804516372754
"356","PRDX4",0.538916494555458,0.35803321867665,0.647538588037774
"357","CAND1",0.156867820084798,0.827184260198025,0.90804516372754
"358","A0A3Q2I1J2",1.17594717598289,0.0391074080210074,0.232174506566823
"359","ACTA2",-0.349911864051496,0.771535394691409,0.879082752739303
"360","PRPF8",-1.25418656564744,0.496035655048882,0.746670174964596
"361","A0A3Q2H0K9",0.600994126399968,0.5862910780595,0.783573857880469
"362","CNDP2",-1.66618543719528,0.207121629518228,0.488332109365599
"363","RPL7",-0.258615265320563,0.915452072945714,0.949108399156953
"364","CALR",2.12986010502811,0.00055698166032163,0.0248271659512252
"365","TIMP1",0.279206592057189,0.642665759746735,0.812335138678691
"366","NCL",-2.14480943790663,0.234042663357844,0.513618918808654
"367","PGD",-4.48321617716057,0.120342395010171,0.387846347347066
"368","IQGAP1",2.20134672067357,0.0006375576674734,0.0248271659512252
"369","PODN",2.45642822742264,6.20363763470964e-05,0.0174942581298812
"370","HNRNPUL1",-0.325032842104452,0.779581415898972,0.881492359309673
"371","A0A3Q2H0E7",-0.0191113739108388,0.982119360627699,0.987371335818222
"372","STOM",-1.18995529462035,0.318951749520349,0.603504257100838
"373","SF3B2",-0.15906771876633,0.917337264906129,0.949317830104691
"374","DPYSL2",0.292322110513973,0.67618196781264,0.823660940830437
"375","MINPP1",0.882380511367062,0.61057430802435,0.795289394601796
"376","SRSF4",1.38296811362571,0.129113424494554,0.400109733049057
"377","A0A3Q2I574",0.698858064269901,0.665117359130715,0.822645154714306
"378","THBS2",0.641837758068412,0.521608552807426,0.758214494287083
"379","SND1",-0.72996943333624,0.565129051872909,0.777082294406126
"380","KRT42",-0.0776755797683606,0.929970288427141,0.957122705607496
"381","HSPG2",0.63595845872484,0.199214924150617,0.488332109365599
"382","KHDRBS1",-1.51413363443527,0.254667367311154,0.530008838241663
"383","TUBA4A",2.19716834187101,0.251870759583921,0.528085904852534
"384","LOC111769984",0.393648168065249,0.683181506687381,0.826854870754685
"385","DDX39B",0.726289026573902,0.145590920490959,0.416818675923355
"386","CCT6A",-0.676129121612687,0.674160104923911,0.823660940830437
"387","WARS1",0.116373110446434,0.880507715159094,0.935564308587262
"388","KPNB1",0.843792365712808,0.104280247319962,0.365015456273567
"389","LOC100067869",0.426646069204541,0.614595259654307,0.795289394601796
"390","COL1A1",1.2811919048867,0.0259869413767255,0.181434304780611
"391","PDCD6",-2.27918797777119,0.152173277011233,0.426745322203734
"392","PALB2",3.40710921926285,0.0042101128474604,0.0765968918054086
"393","CTSG",1.03582751377165,0.0910139130161044,0.347018354898575
"394","GSTM3",0.603270683023197,0.553837985276133,0.777026427103829
"395","LOC111773844",1.00983542621001,0.495125118845166,0.746670174964596
"396","A0A3Q2GT24",0.600639515421216,0.552034301993069,0.777026427103829
"397","A0A3Q2H5H5",0.22677261330505,0.727114201906021,0.853838157734936
"398","AGT",1.13180633288688,0.385946607782196,0.664265234481736
"399","RPS4X",-3.54559938476939,0.0443388050203312,0.240459320390256
"400","ACTG1",-0.657612838093403,0.570633200538601,0.777082294406126
"401","RPS8",0.109159483724074,0.909352211428288,0.947076282134911
"402","ERC1",0.351364147746612,0.737585180644799,0.863066476937068
"403","COL24A1",0.504110133197301,0.779901927828949,0.881492359309673
"404","FLNB",1.03027837326147,0.167771431276917,0.442163959066268
"405","F6SHJ8",1.09345440136644,0.136809561058364,0.402883423948615
"406","RSU1",-0.749911401325448,0.565973091974501,0.777082294406126
